dataset,sid,key,group,scenario,split
d2,9209025145721220000,TIC 902514572,B,nominal,dev
d2,9309025145721220000,TIC 902514572,A,nominal,dev
d2,9209025145722220000,TIC 902514572,B,nominal,dev
d2,9309025145722220000,TIC 902514572,A,nominal,dev
d2,9209025145721110000,TIC 902514572,B,ladder_g1r1,dev
d2,9209025145721120000,TIC 902514572,B,ladder_g1r2,dev
d2,9209025145721130000,TIC 902514572,B,ladder_g1r3,dev
d2,9209025145721210000,TIC 902514572,B,ladder_g2r1,dev
d2,9209025145721230000,TIC 902514572,B,ladder_g2r3,dev
d2,9209025145721310000,TIC 902514572,B,ladder_g3r1,dev
d2,9209025145721320000,TIC 902514572,B,ladder_g3r2,dev
d2,9209025145721330000,TIC 902514572,B,ladder_g3r3,dev
d2,9209025145721221000,TIC 902514572,B,phase_1,dev
d2,9209025145721222000,TIC 902514572,B,phase_2,dev
d2,9209025145721220100,TIC 902514572,B,ampscale_0.7,dev
d2,9209025145721220200,TIC 902514572,B,ampscale_1.3,dev
d2,9209025145721220300,TIC 902514572,B,dropout,dev
d2,9209025145721220010,TIC 902514572,B,redilution,dev
d2,9209025145721220001,TIC 902514572,B,cadence_alt,dev
d2,9209510160500220000,TIC 951016050,B,nominal,dev
d2,9309510160500220000,TIC 951016050,A,nominal,dev
d2,9209510160501220000,TIC 951016050,B,nominal,dev
d2,9309510160501220000,TIC 951016050,A,nominal,dev
d2,9209510160502220000,TIC 951016050,B,nominal,dev
d2,9309510160502220000,TIC 951016050,A,nominal,dev
d2,9209510160501110000,TIC 951016050,B,ladder_g1r1,dev
d2,9209510160501120000,TIC 951016050,B,ladder_g1r2,dev
d2,9209510160501130000,TIC 951016050,B,ladder_g1r3,dev
d2,9209510160501210000,TIC 951016050,B,ladder_g2r1,dev
d2,9209510160501230000,TIC 951016050,B,ladder_g2r3,dev
d2,9209510160501310000,TIC 951016050,B,ladder_g3r1,dev
d2,9209510160501320000,TIC 951016050,B,ladder_g3r2,dev
d2,9209510160501330000,TIC 951016050,B,ladder_g3r3,dev
d2,9209510160501221000,TIC 951016050,B,phase_1,dev
d2,9209510160501222000,TIC 951016050,B,phase_2,dev
d2,9209510160501220100,TIC 951016050,B,ampscale_0.7,dev
d2,9209510160501220200,TIC 951016050,B,ampscale_1.3,dev
d2,9209510160501220300,TIC 951016050,B,dropout,dev
d2,9210015453550220000,TIC 1001545355,B,nominal,holdout
d2,9310015453550220000,TIC 1001545355,A,nominal,holdout
d2,9210015453551220000,TIC 1001545355,B,nominal,holdout
d2,9310015453551220000,TIC 1001545355,A,nominal,holdout
d2,9210015453552220000,TIC 1001545355,B,nominal,holdout
d2,9310015453552220000,TIC 1001545355,A,nominal,holdout
d2,9210015453551110000,TIC 1001545355,B,ladder_g1r1,holdout
d2,9210015453551120000,TIC 1001545355,B,ladder_g1r2,holdout
d2,9210015453551130000,TIC 1001545355,B,ladder_g1r3,holdout
d2,9210015453551210000,TIC 1001545355,B,ladder_g2r1,holdout
d2,9210015453551230000,TIC 1001545355,B,ladder_g2r3,holdout
d2,9210015453551310000,TIC 1001545355,B,ladder_g3r1,holdout
d2,9210015453551320000,TIC 1001545355,B,ladder_g3r2,holdout
d2,9210015453551330000,TIC 1001545355,B,ladder_g3r3,holdout
d2,9210015453551221000,TIC 1001545355,B,phase_1,holdout
d2,9210015453551222000,TIC 1001545355,B,phase_2,holdout
d2,9210015453551220100,TIC 1001545355,B,ampscale_0.7,holdout
d2,9210015453551220200,TIC 1001545355,B,ampscale_1.3,holdout
d2,9210015453551220300,TIC 1001545355,B,dropout,holdout
d2,9211022426920220000,TIC 1102242692,B,nominal,dev
d2,9311022426920220000,TIC 1102242692,A,nominal,dev
d2,9211022426921220000,TIC 1102242692,B,nominal,dev
d2,9311022426921220000,TIC 1102242692,A,nominal,dev
d2,9211022426922220000,TIC 1102242692,B,nominal,dev
d2,9311022426922220000,TIC 1102242692,A,nominal,dev
d2,9211022426921110000,TIC 1102242692,B,ladder_g1r1,dev
d2,9211022426921120000,TIC 1102242692,B,ladder_g1r2,dev
d2,9211022426921130000,TIC 1102242692,B,ladder_g1r3,dev
d2,9211022426921210000,TIC 1102242692,B,ladder_g2r1,dev
d2,9211022426921230000,TIC 1102242692,B,ladder_g2r3,dev
d2,9211022426921310000,TIC 1102242692,B,ladder_g3r1,dev
d2,9211022426921320000,TIC 1102242692,B,ladder_g3r2,dev
d2,9211022426921330000,TIC 1102242692,B,ladder_g3r3,dev
d2,9211022426921221000,TIC 1102242692,B,phase_1,dev
d2,9211022426921222000,TIC 1102242692,B,phase_2,dev
d2,9211022426921220100,TIC 1102242692,B,ampscale_0.7,dev
d2,9211022426921220200,TIC 1102242692,B,ampscale_1.3,dev
d2,9211022426921220300,TIC 1102242692,B,dropout,dev
d2,9211022426921220001,TIC 1102242692,B,cadence_alt,dev
d2,9211023464720220000,TIC 1102346472,B,nominal,dev
d2,9311023464720220000,TIC 1102346472,A,nominal,dev
d2,9211023464721220000,TIC 1102346472,B,nominal,dev
d2,9311023464721220000,TIC 1102346472,A,nominal,dev
d2,9211023464722220000,TIC 1102346472,B,nominal,dev
d2,9311023464722220000,TIC 1102346472,A,nominal,dev
d2,9211023464721110000,TIC 1102346472,B,ladder_g1r1,dev
d2,9211023464721120000,TIC 1102346472,B,ladder_g1r2,dev
d2,9211023464721130000,TIC 1102346472,B,ladder_g1r3,dev
d2,9211023464721210000,TIC 1102346472,B,ladder_g2r1,dev
d2,9211023464721230000,TIC 1102346472,B,ladder_g2r3,dev
d2,9211023464721310000,TIC 1102346472,B,ladder_g3r1,dev
d2,9211023464721320000,TIC 1102346472,B,ladder_g3r2,dev
d2,9211023464721330000,TIC 1102346472,B,ladder_g3r3,dev
d2,9211023464721221000,TIC 1102346472,B,phase_1,dev
d2,9211023464721222000,TIC 1102346472,B,phase_2,dev
d2,9211023464721220100,TIC 1102346472,B,ampscale_0.7,dev
d2,9211023464721220200,TIC 1102346472,B,ampscale_1.3,dev
d2,9211023464721220300,TIC 1102346472,B,dropout,dev
d2,9211023464721220010,TIC 1102346472,B,redilution,dev
d2,9211085050750220000,TIC 1108505075,B,nominal,holdout
d2,9311085050750220000,TIC 1108505075,A,nominal,holdout
d2,9211085050751220000,TIC 1108505075,B,nominal,holdout
d2,9311085050751220000,TIC 1108505075,A,nominal,holdout
d2,9211085050752220000,TIC 1108505075,B,nominal,holdout
d2,9311085050752220000,TIC 1108505075,A,nominal,holdout
d2,9211085050751110000,TIC 1108505075,B,ladder_g1r1,holdout
d2,9211085050751120000,TIC 1108505075,B,ladder_g1r2,holdout
d2,9211085050751130000,TIC 1108505075,B,ladder_g1r3,holdout
d2,9211085050751210000,TIC 1108505075,B,ladder_g2r1,holdout
d2,9211085050751230000,TIC 1108505075,B,ladder_g2r3,holdout
d2,9211085050751310000,TIC 1108505075,B,ladder_g3r1,holdout
d2,9211085050751320000,TIC 1108505075,B,ladder_g3r2,holdout
d2,9211085050751330000,TIC 1108505075,B,ladder_g3r3,holdout
d2,9211085050751221000,TIC 1108505075,B,phase_1,holdout
d2,9211085050751222000,TIC 1108505075,B,phase_2,holdout
d2,9211085050751220100,TIC 1108505075,B,ampscale_0.7,holdout
d2,9211085050751220200,TIC 1108505075,B,ampscale_1.3,holdout
d2,9211085050751220300,TIC 1108505075,B,dropout,holdout
d2,9211085050751220010,TIC 1108505075,B,redilution,holdout
d2,9211734239620220000,TIC 1173423962,B,nominal,dev
d2,9311734239620220000,TIC 1173423962,A,nominal,dev
d2,9211734239621220000,TIC 1173423962,B,nominal,dev
d2,9311734239621220000,TIC 1173423962,A,nominal,dev
d2,9211734239622220000,TIC 1173423962,B,nominal,dev
d2,9311734239622220000,TIC 1173423962,A,nominal,dev
d2,9211734239621110000,TIC 1173423962,B,ladder_g1r1,dev
d2,9211734239621120000,TIC 1173423962,B,ladder_g1r2,dev
d2,9211734239621130000,TIC 1173423962,B,ladder_g1r3,dev
d2,9211734239621210000,TIC 1173423962,B,ladder_g2r1,dev
d2,9211734239621230000,TIC 1173423962,B,ladder_g2r3,dev
d2,9211734239621310000,TIC 1173423962,B,ladder_g3r1,dev
d2,9211734239621320000,TIC 1173423962,B,ladder_g3r2,dev
d2,9211734239621330000,TIC 1173423962,B,ladder_g3r3,dev
d2,9211734239621221000,TIC 1173423962,B,phase_1,dev
d2,9211734239621222000,TIC 1173423962,B,phase_2,dev
d2,9211734239621220100,TIC 1173423962,B,ampscale_0.7,dev
d2,9211734239621220200,TIC 1173423962,B,ampscale_1.3,dev
d2,9211734239621220300,TIC 1173423962,B,dropout,dev
d2,9211734239621220010,TIC 1173423962,B,redilution,dev
d2,9212011942720220000,TIC 1201194272,B,nominal,dev
d2,9312011942720220000,TIC 1201194272,A,nominal,dev
d2,9212011942721220000,TIC 1201194272,B,nominal,dev
d2,9312011942721220000,TIC 1201194272,A,nominal,dev
d2,9212011942722220000,TIC 1201194272,B,nominal,dev
d2,9312011942722220000,TIC 1201194272,A,nominal,dev
d2,9212011942721110000,TIC 1201194272,B,ladder_g1r1,dev
d2,9212011942721120000,TIC 1201194272,B,ladder_g1r2,dev
d2,9212011942721130000,TIC 1201194272,B,ladder_g1r3,dev
d2,9212011942721210000,TIC 1201194272,B,ladder_g2r1,dev
d2,9212011942721230000,TIC 1201194272,B,ladder_g2r3,dev
d2,9212011942721310000,TIC 1201194272,B,ladder_g3r1,dev
d2,9212011942721320000,TIC 1201194272,B,ladder_g3r2,dev
d2,9212011942721330000,TIC 1201194272,B,ladder_g3r3,dev
d2,9212011942721221000,TIC 1201194272,B,phase_1,dev
d2,9212011942721222000,TIC 1201194272,B,phase_2,dev
d2,9212011942721220100,TIC 1201194272,B,ampscale_0.7,dev
d2,9212011942721220200,TIC 1201194272,B,ampscale_1.3,dev
d2,9213091550880220000,TIC 1309155088,B,nominal,dev
d2,9313091550880220000,TIC 1309155088,A,nominal,dev
d2,9213091550881220000,TIC 1309155088,B,nominal,dev
d2,9313091550881220000,TIC 1309155088,A,nominal,dev
d2,9213091550882220000,TIC 1309155088,B,nominal,dev
d2,9313091550882220000,TIC 1309155088,A,nominal,dev
d2,9213091550881110000,TIC 1309155088,B,ladder_g1r1,dev
d2,9213091550881120000,TIC 1309155088,B,ladder_g1r2,dev
d2,9213091550881130000,TIC 1309155088,B,ladder_g1r3,dev
d2,9213091550881210000,TIC 1309155088,B,ladder_g2r1,dev
d2,9213091550881230000,TIC 1309155088,B,ladder_g2r3,dev
d2,9213091550881310000,TIC 1309155088,B,ladder_g3r1,dev
d2,9213091550881320000,TIC 1309155088,B,ladder_g3r2,dev
d2,9213091550881330000,TIC 1309155088,B,ladder_g3r3,dev
d2,9213091550881221000,TIC 1309155088,B,phase_1,dev
d2,9213091550881222000,TIC 1309155088,B,phase_2,dev
d2,9213091550881220100,TIC 1309155088,B,ampscale_0.7,dev
d2,9213091550881220200,TIC 1309155088,B,ampscale_1.3,dev
d2,9218604393620220000,TIC 1860439362,B,nominal,dev
d2,9318604393620220000,TIC 1860439362,A,nominal,dev
d2,9218604393621220000,TIC 1860439362,B,nominal,dev
d2,9318604393621220000,TIC 1860439362,A,nominal,dev
d2,9218604393622220000,TIC 1860439362,B,nominal,dev
d2,9318604393622220000,TIC 1860439362,A,nominal,dev
d2,9218604393621110000,TIC 1860439362,B,ladder_g1r1,dev
d2,9218604393621120000,TIC 1860439362,B,ladder_g1r2,dev
d2,9218604393621130000,TIC 1860439362,B,ladder_g1r3,dev
d2,9218604393621210000,TIC 1860439362,B,ladder_g2r1,dev
d2,9218604393621230000,TIC 1860439362,B,ladder_g2r3,dev
d2,9218604393621310000,TIC 1860439362,B,ladder_g3r1,dev
d2,9218604393621320000,TIC 1860439362,B,ladder_g3r2,dev
d2,9218604393621330000,TIC 1860439362,B,ladder_g3r3,dev
d2,9218604393621221000,TIC 1860439362,B,phase_1,dev
d2,9218604393621222000,TIC 1860439362,B,phase_2,dev
d2,9218604393621220100,TIC 1860439362,B,ampscale_0.7,dev
d2,9218604393621220200,TIC 1860439362,B,ampscale_1.3,dev
d2,9218604393621220300,TIC 1860439362,B,dropout,dev
d2,9218604393621220010,TIC 1860439362,B,redilution,dev
d2,9219440494270220000,TIC 1944049427,B,nominal,holdout
d2,9319440494270220000,TIC 1944049427,A,nominal,holdout
d2,9219440494271220000,TIC 1944049427,B,nominal,holdout
d2,9319440494271220000,TIC 1944049427,A,nominal,holdout
d2,9219440494272220000,TIC 1944049427,B,nominal,holdout
d2,9319440494272220000,TIC 1944049427,A,nominal,holdout
d2,9219440494271110000,TIC 1944049427,B,ladder_g1r1,holdout
d2,9219440494271120000,TIC 1944049427,B,ladder_g1r2,holdout
d2,9219440494271130000,TIC 1944049427,B,ladder_g1r3,holdout
d2,9219440494271210000,TIC 1944049427,B,ladder_g2r1,holdout
d2,9219440494271230000,TIC 1944049427,B,ladder_g2r3,holdout
d2,9219440494271310000,TIC 1944049427,B,ladder_g3r1,holdout
d2,9219440494271320000,TIC 1944049427,B,ladder_g3r2,holdout
d2,9219440494271330000,TIC 1944049427,B,ladder_g3r3,holdout
d2,9219440494271221000,TIC 1944049427,B,phase_1,holdout
d2,9219440494271222000,TIC 1944049427,B,phase_2,holdout
d2,9219440494271220100,TIC 1944049427,B,ampscale_0.7,holdout
d2,9219440494271220200,TIC 1944049427,B,ampscale_1.3,holdout
d2,9219440494271220010,TIC 1944049427,B,redilution,holdout
d2,9219892588830220000,TIC 1989258883,B,nominal,holdout
d2,9319892588830220000,TIC 1989258883,A,nominal,holdout
d2,9219892588831220000,TIC 1989258883,B,nominal,holdout
d2,9319892588831220000,TIC 1989258883,A,nominal,holdout
d2,9219892588832220000,TIC 1989258883,B,nominal,holdout
d2,9319892588832220000,TIC 1989258883,A,nominal,holdout
d2,9219892588831110000,TIC 1989258883,B,ladder_g1r1,holdout
d2,9219892588831120000,TIC 1989258883,B,ladder_g1r2,holdout
d2,9219892588831130000,TIC 1989258883,B,ladder_g1r3,holdout
d2,9219892588831210000,TIC 1989258883,B,ladder_g2r1,holdout
d2,9219892588831230000,TIC 1989258883,B,ladder_g2r3,holdout
d2,9219892588831310000,TIC 1989258883,B,ladder_g3r1,holdout
d2,9219892588831320000,TIC 1989258883,B,ladder_g3r2,holdout
d2,9219892588831330000,TIC 1989258883,B,ladder_g3r3,holdout
d2,9219892588831221000,TIC 1989258883,B,phase_1,holdout
d2,9219892588831222000,TIC 1989258883,B,phase_2,holdout
d2,9219892588831220100,TIC 1989258883,B,ampscale_0.7,holdout
d2,9219892588831220200,TIC 1989258883,B,ampscale_1.3,holdout
d2,9219898666340220000,TIC 1989866634,B,nominal,dev
d2,9319898666340220000,TIC 1989866634,A,nominal,dev
d2,9219898666341220000,TIC 1989866634,B,nominal,dev
d2,9319898666341220000,TIC 1989866634,A,nominal,dev
d2,9219898666342220000,TIC 1989866634,B,nominal,dev
d2,9319898666342220000,TIC 1989866634,A,nominal,dev
d2,9219898666341110000,TIC 1989866634,B,ladder_g1r1,dev
d2,9219898666341120000,TIC 1989866634,B,ladder_g1r2,dev
d2,9219898666341130000,TIC 1989866634,B,ladder_g1r3,dev
d2,9219898666341210000,TIC 1989866634,B,ladder_g2r1,dev
d2,9219898666341230000,TIC 1989866634,B,ladder_g2r3,dev
d2,9219898666341310000,TIC 1989866634,B,ladder_g3r1,dev
d2,9219898666341320000,TIC 1989866634,B,ladder_g3r2,dev
d2,9219898666341330000,TIC 1989866634,B,ladder_g3r3,dev
d2,9219898666341221000,TIC 1989866634,B,phase_1,dev
d2,9219898666341222000,TIC 1989866634,B,phase_2,dev
d2,9219898666341220100,TIC 1989866634,B,ampscale_0.7,dev
d2,9219898666341220200,TIC 1989866634,B,ampscale_1.3,dev
d2,9219898666341220010,TIC 1989866634,B,redilution,dev
d2,9220264456100220000,TIC 2026445610,B,nominal,dev
d2,9320264456100220000,TIC 2026445610,A,nominal,dev
d2,9220264456101220000,TIC 2026445610,B,nominal,dev
d2,9320264456101220000,TIC 2026445610,A,nominal,dev
d2,9220264456102220000,TIC 2026445610,B,nominal,dev
d2,9320264456102220000,TIC 2026445610,A,nominal,dev
d2,9220264456101110000,TIC 2026445610,B,ladder_g1r1,dev
d2,9220264456101120000,TIC 2026445610,B,ladder_g1r2,dev
d2,9220264456101130000,TIC 2026445610,B,ladder_g1r3,dev
d2,9220264456101210000,TIC 2026445610,B,ladder_g2r1,dev
d2,9220264456101230000,TIC 2026445610,B,ladder_g2r3,dev
d2,9220264456101310000,TIC 2026445610,B,ladder_g3r1,dev
d2,9220264456101320000,TIC 2026445610,B,ladder_g3r2,dev
d2,9220264456101330000,TIC 2026445610,B,ladder_g3r3,dev
d2,9220264456101221000,TIC 2026445610,B,phase_1,dev
d2,9220264456101222000,TIC 2026445610,B,phase_2,dev
d2,9220264456101220100,TIC 2026445610,B,ampscale_0.7,dev
d2,9220264456101220200,TIC 2026445610,B,ampscale_1.3,dev
d2,9220264456101220300,TIC 2026445610,B,dropout,dev
d2,9220264456101220010,TIC 2026445610,B,redilution,dev
d2,9220459706330220000,TIC 2045970633,B,nominal,holdout
d2,9320459706330220000,TIC 2045970633,A,nominal,holdout
d2,9220459706331220000,TIC 2045970633,B,nominal,holdout
d2,9320459706331220000,TIC 2045970633,A,nominal,holdout
d2,9220459706332220000,TIC 2045970633,B,nominal,holdout
d2,9320459706332220000,TIC 2045970633,A,nominal,holdout
d2,9220459706331110000,TIC 2045970633,B,ladder_g1r1,holdout
d2,9220459706331120000,TIC 2045970633,B,ladder_g1r2,holdout
d2,9220459706331130000,TIC 2045970633,B,ladder_g1r3,holdout
d2,9220459706331210000,TIC 2045970633,B,ladder_g2r1,holdout
d2,9220459706331230000,TIC 2045970633,B,ladder_g2r3,holdout
d2,9220459706331310000,TIC 2045970633,B,ladder_g3r1,holdout
d2,9220459706331320000,TIC 2045970633,B,ladder_g3r2,holdout
d2,9220459706331330000,TIC 2045970633,B,ladder_g3r3,holdout
d2,9220459706331221000,TIC 2045970633,B,phase_1,holdout
d2,9220459706331222000,TIC 2045970633,B,phase_2,holdout
d2,9220459706331220100,TIC 2045970633,B,ampscale_0.7,holdout
d2,9220459706331220200,TIC 2045970633,B,ampscale_1.3,holdout
d2,9220459706331220300,TIC 2045970633,B,dropout,holdout
d2,9220459706331220010,TIC 2045970633,B,redilution,holdout
d2,9220459706331220001,TIC 2045970633,B,cadence_alt,holdout
d2,9220555040100220000,TIC 2055504010,B,nominal,dev
d2,9320555040100220000,TIC 2055504010,A,nominal,dev
d2,9220555040101220000,TIC 2055504010,B,nominal,dev
d2,9320555040101220000,TIC 2055504010,A,nominal,dev
d2,9220555040102220000,TIC 2055504010,B,nominal,dev
d2,9320555040102220000,TIC 2055504010,A,nominal,dev
d2,9220555040101110000,TIC 2055504010,B,ladder_g1r1,dev
d2,9220555040101120000,TIC 2055504010,B,ladder_g1r2,dev
d2,9220555040101130000,TIC 2055504010,B,ladder_g1r3,dev
d2,9220555040101210000,TIC 2055504010,B,ladder_g2r1,dev
d2,9220555040101230000,TIC 2055504010,B,ladder_g2r3,dev
d2,9220555040101310000,TIC 2055504010,B,ladder_g3r1,dev
d2,9220555040101320000,TIC 2055504010,B,ladder_g3r2,dev
d2,9220555040101330000,TIC 2055504010,B,ladder_g3r3,dev
d2,9220555040101221000,TIC 2055504010,B,phase_1,dev
d2,9220555040101222000,TIC 2055504010,B,phase_2,dev
d2,9220555040101220100,TIC 2055504010,B,ampscale_0.7,dev
d2,9220555040101220200,TIC 2055504010,B,ampscale_1.3,dev
d2,9220555040101220300,TIC 2055504010,B,dropout,dev
d2,9400000000000000000,null 0,gauss_null,gauss_null,dev
d2,9400000000000000001,null 1,gauss_null,gauss_null,dev
d2,9400000000000000002,null 2,gauss_null,gauss_null,dev
d2,9400000000000000003,null 3,gauss_null,gauss_null,dev
d2,9400000000000000004,null 4,gauss_null,gauss_null,dev
d2,9400000000000000005,null 5,gauss_null,gauss_null,dev
d2,9400000000000000006,null 6,gauss_null,gauss_null,dev
d2,9400000000000000007,null 7,gauss_null,gauss_null,dev
d2,9400000000000000008,null 8,gauss_null,gauss_null,dev
d2,9400000000000000009,null 9,gauss_null,gauss_null,dev
d2,9400000000000000010,null 10,gauss_null,gauss_null,dev
d2,9400000000000000011,null 11,gauss_null,gauss_null,dev
d2,9400000000000000012,null 12,gauss_null,gauss_null,dev
d2,9400000000000000013,null 13,gauss_null,gauss_null,dev
d2,9400000000000000014,null 14,gauss_null,gauss_null,dev
d2,9400000000000000015,null 15,gauss_null,gauss_null,dev
d2,9400000000000000016,null 16,gauss_null,gauss_null,dev
d2,9400000000000000017,null 17,gauss_null,gauss_null,dev
d2,9400000000000000018,null 18,gauss_null,gauss_null,dev
d2,9400000000000000019,null 19,gauss_null,gauss_null,dev
d2,9400000000000000020,null 20,gauss_null,gauss_null,dev
d2,9400000000000000021,null 21,gauss_null,gauss_null,dev
d2,9400000000000000022,null 22,gauss_null,gauss_null,dev
d2,9400000000000000023,null 23,gauss_null,gauss_null,dev
d2,9400000000000000024,null 24,gauss_null,gauss_null,dev
d2,9400000000000000025,null 25,gauss_null,gauss_null,dev
d2,9400000000000000026,null 26,gauss_null,gauss_null,dev
d2,9400000000000000027,null 27,gauss_null,gauss_null,dev
d2,9400000000000000028,null 28,gauss_null,gauss_null,dev
d2,9400000000000000029,null 29,gauss_null,gauss_null,dev
d2,9400000000000000030,null 30,gauss_null,gauss_null,dev
d2,9400000000000000031,null 31,gauss_null,gauss_null,dev
d2,9400000000000000032,null 32,gauss_null,gauss_null,dev
d2,9400000000000000033,null 33,gauss_null,gauss_null,dev
d2,9400000000000000034,null 34,gauss_null,gauss_null,dev
d2,9400000000000000035,null 35,gauss_null,gauss_null,dev
d2,9400000000000000036,null 36,gauss_null,gauss_null,dev
d2,9400000000000000037,null 37,gauss_null,gauss_null,dev
d2,9400000000000000038,null 38,gauss_null,gauss_null,dev
d2,9400000000000000039,null 39,gauss_null,gauss_null,dev
d2,9400000000000000040,null 40,gauss_null,gauss_null,dev
d2,9400000000000000041,null 41,gauss_null,gauss_null,dev
d2,9400000000000000042,null 42,gauss_null,gauss_null,dev
d2,9400000000000000043,null 43,gauss_null,gauss_null,dev
d2,9400000000000000044,null 44,gauss_null,gauss_null,dev
d2,9400000000000000045,null 45,gauss_null,gauss_null,dev
d2,9400000000000000046,null 46,gauss_null,gauss_null,dev
d2,9400000000000000047,null 47,gauss_null,gauss_null,dev
d2,9400000000000000048,null 48,gauss_null,gauss_null,dev
d2,9400000000000000049,null 49,gauss_null,gauss_null,dev
d2,9400000000000000050,null 50,gauss_null,gauss_null,dev
d2,9400000000000000051,null 51,gauss_null,gauss_null,dev
d2,9400000000000000052,null 52,gauss_null,gauss_null,dev
d2,9400000000000000053,null 53,gauss_null,gauss_null,dev
d2,9400000000000000054,null 54,gauss_null,gauss_null,dev
d2,9400000000000000055,null 55,gauss_null,gauss_null,dev
d2,9400000000000000056,null 56,gauss_null,gauss_null,dev
d2,9400000000000000057,null 57,gauss_null,gauss_null,dev
d2,9400000000000000058,null 58,gauss_null,gauss_null,dev
d2,9400000000000000059,null 59,gauss_null,gauss_null,dev
d2,9400000000000000060,null 60,gauss_null,gauss_null,dev
d2,9400000000000000061,null 61,gauss_null,gauss_null,dev
d2,9400000000000000062,null 62,gauss_null,gauss_null,dev
d2,9400000000000000063,null 63,gauss_null,gauss_null,dev
d2,9400000000000000064,null 64,gauss_null,gauss_null,dev
d2,9400000000000000065,null 65,gauss_null,gauss_null,dev
d2,9400000000000000066,null 66,gauss_null,gauss_null,dev
d2,9400000000000000067,null 67,gauss_null,gauss_null,dev
d2,9400000000000000068,null 68,gauss_null,gauss_null,dev
d2,9400000000000000069,null 69,gauss_null,gauss_null,dev
d2,9400000000000000070,null 70,gauss_null,gauss_null,dev
d2,9400000000000000071,null 71,gauss_null,gauss_null,dev
d2,9400000000000000072,null 72,gauss_null,gauss_null,dev
d2,9400000000000000073,null 73,gauss_null,gauss_null,dev
d2,9400000000000000074,null 74,gauss_null,gauss_null,dev
d2,9400000000000000075,null 75,gauss_null,gauss_null,dev
d2,9400000000000000076,null 76,gauss_null,gauss_null,dev
d2,9400000000000000077,null 77,gauss_null,gauss_null,dev
d2,9400000000000000078,null 78,gauss_null,gauss_null,dev
d2,9400000000000000079,null 79,gauss_null,gauss_null,dev
d2,9400000000000000080,null 80,gauss_null,gauss_null,dev
d2,9400000000000000081,null 81,gauss_null,gauss_null,dev
d2,9400000000000000082,null 82,gauss_null,gauss_null,dev
d2,9400000000000000083,null 83,gauss_null,gauss_null,dev
d2,9400000000000000084,null 84,gauss_null,gauss_null,dev
d2,9400000000000000085,null 85,gauss_null,gauss_null,dev
d2,9400000000000000086,null 86,gauss_null,gauss_null,dev
d2,9400000000000000087,null 87,gauss_null,gauss_null,dev
d2,9400000000000000088,null 88,gauss_null,gauss_null,dev
d2,9400000000000000089,null 89,gauss_null,gauss_null,dev
d2,9400000000000000090,null 90,gauss_null,gauss_null,dev
d2,9400000000000000091,null 91,gauss_null,gauss_null,dev
d2,9400000000000000092,null 92,gauss_null,gauss_null,dev
d2,9400000000000000093,null 93,gauss_null,gauss_null,dev
d2,9400000000000000094,null 94,gauss_null,gauss_null,dev
d2,9400000000000000095,null 95,gauss_null,gauss_null,dev
d2,9400000000000000096,null 96,gauss_null,gauss_null,dev
d2,9400000000000000097,null 97,gauss_null,gauss_null,dev
d2,9400000000000000098,null 98,gauss_null,gauss_null,dev
d2,9400000000000000099,null 99,gauss_null,gauss_null,dev
d2,9400000000000000100,null 100,gauss_null,gauss_null,dev
d2,9400000000000000101,null 101,gauss_null,gauss_null,dev
d2,9400000000000000102,null 102,gauss_null,gauss_null,dev
d2,9400000000000000103,null 103,gauss_null,gauss_null,dev
d2,9400000000000000104,null 104,gauss_null,gauss_null,dev
d2,9400000000000000105,null 105,gauss_null,gauss_null,dev
d2,9400000000000000106,null 106,gauss_null,gauss_null,dev
d2,9400000000000000107,null 107,gauss_null,gauss_null,dev
d2,9400000000000000108,null 108,gauss_null,gauss_null,dev
d2,9400000000000000109,null 109,gauss_null,gauss_null,dev
d2,9400000000000000110,null 110,gauss_null,gauss_null,dev
d2,9400000000000000111,null 111,gauss_null,gauss_null,dev
d2,9400000000000000112,null 112,gauss_null,gauss_null,dev
d2,9400000000000000113,null 113,gauss_null,gauss_null,dev
d2,9400000000000000114,null 114,gauss_null,gauss_null,dev
d2,9400000000000000115,null 115,gauss_null,gauss_null,dev
d2,9400000000000000116,null 116,gauss_null,gauss_null,dev
d2,9400000000000000117,null 117,gauss_null,gauss_null,dev
d2,9400000000000000118,null 118,gauss_null,gauss_null,dev
d2,9400000000000000119,null 119,gauss_null,gauss_null,dev
d2,9400000000000000120,null 120,gauss_null,gauss_null,dev
d2,9400000000000000121,null 121,gauss_null,gauss_null,dev
d2,9400000000000000122,null 122,gauss_null,gauss_null,dev
d2,9400000000000000123,null 123,gauss_null,gauss_null,dev
d2,9400000000000000124,null 124,gauss_null,gauss_null,dev
d2,9400000000000000125,null 125,gauss_null,gauss_null,dev
d2,9400000000000000126,null 126,gauss_null,gauss_null,dev
d2,9400000000000000127,null 127,gauss_null,gauss_null,dev
d2,9400000000000000128,null 128,gauss_null,gauss_null,dev
d2,9400000000000000129,null 129,gauss_null,gauss_null,dev
d2,9400000000000000130,null 130,gauss_null,gauss_null,dev
d2,9400000000000000131,null 131,gauss_null,gauss_null,dev
d2,9400000000000000132,null 132,gauss_null,gauss_null,dev
d2,9400000000000000133,null 133,gauss_null,gauss_null,dev
d2,9400000000000000134,null 134,gauss_null,gauss_null,dev
d2,9400000000000000135,null 135,gauss_null,gauss_null,dev
d2,9400000000000000136,null 136,gauss_null,gauss_null,dev
