WDJname,GaiaEDR3,RA_ICRS,DE_ICRS,Pwd,Gmag,BPmag,RPmag,sepsi,o_Gmag,RFG,sigma_G_nobs,in_core,forced_member,n_variants
WDJ175645.92-544203.90 ,5920708422947223168,269.19128337867,-54.70098687889,0.997509,17.6829,17.7375,17.7189,0.0,334,486.698,0.040770,True,False,4
WDJ171616.50-551029.17 ,5922734376205010688,259.0687468344,-55.17478725462,0.957381,17.2997,17.0524,17.1383,3.953235,329,627.029,0.031408,True,False,4
WDJ171901.02-544616.96 ,5923100131319630976,259.75486629877,-54.77200521826,0.995916,15.5821,15.6181,15.5495,4.173547,580,1421.552,0.018394,True,False,4
WDJ170232.86-541431.93 ,5923727544477034624,255.63678238767,-54.2423481904,0.999128,17.3933,17.3493,17.4324,3.366992,529,842.937,0.029625,True,False,4
WDJ171508.40-534537.40 ,5923961018881128832,258.7848662939,-53.76060247462,0.997823,17.2501,17.2653,17.249,0.0,414,534.104,0.041362,True,False,4
WDJ173017.52-533826.85 ,5924530286704389120,262.57305255129,-53.64079553208,0.989085,17.777,17.6468,17.9888,9.755457,387,623.223,0.034272,True,False,4
WDJ170834.26-484021.42 ,5926699936730487424,257.14267517379,-48.67271489855,0.998691,16.726,16.5789,16.6616,6.775049,395,845.447,0.025523,True,False,4
WDJ164029.55-572010.41 ,5927667232050817408,250.12326205236,-57.33614056914,0.995206,17.9865,17.9929,17.9652,0.0,367,596.82,0.034851,True,False,4
WDJ162709.30-575916.10 ,5928149539746224512,246.78916912202,-57.98770635548,0.999739,16.5806,16.4919,16.6604,2.47118,429,926.257,0.024278,True,False,4
WDJ164502.56-481441.72 ,5939481175276866816,251.2606548772,-48.24503033293,0.999096,16.5422,16.4723,16.7244,0.241113,310,883.566,0.021635,True,False,4
WDJ163930.82-481803.29 ,5940984306415701888,249.87835184417,-48.30085646134,0.812399,17.2918,17.3617,17.1432,0.0,594,991.071,0.026700,True,False,4
WDJ163945.19-462217.78 ,5942743082651644672,249.93800205403,-46.37188213679,0.999556,16.5485,16.3917,16.5765,0.918627,327,442.728,0.044347,True,False,4
WDJ175852.04-524507.12 ,5944943235470299136,269.71698855682,-52.75204963054,0.997983,17.2789,17.3109,17.3003,0.0,393,771.064,0.027915,True,False,4
WDJ175330.13-493102.27 ,5947246574895056896,268.3755321412,-49.51733195489,0.97687,17.3958,17.2541,17.7309,0.226678,267,486.977,0.036431,True,False,4
WDJ172203.08-470046.06 ,5951096038169271168,260.51295494967,-47.01289003644,0.991114,17.216,17.2231,17.1209,9.077043,353,333.283,0.061207,True,False,4
WDJ173051.25-472414.24 ,5951588103968524416,262.71392174463,-47.40429157215,0.994091,17.7269,17.8868,17.2817,5.248224,296,603.481,0.030953,True,False,4
WDJ173549.83-421657.22 ,5958985820060931712,263.95762610899,-42.28259933141,0.974449,17.5008,17.3779,17.6131,2.130871,249,589.104,0.029083,True,False,4
WDJ172624.58-395326.29 ,5960381791832632192,261.60257764638,-39.89055127646,0.984883,17.7011,17.6694,17.5111,0.403852,251,363.719,0.047293,True,False,4
WDJ174349.28-390825.95 ,5961193055261256320,265.95465665671,-39.14032929529,0.997568,13.5348,13.5576,13.5335,6.092876,406,491.667,0.044496,True,False,4
WDJ173414.69-381433.02 ,5961908120122713728,263.56125212314,-38.24240572229,0.907834,17.3252,17.1923,17.0155,0.0,256,572.26,0.030356,True,False,4
WDJ172751.93-381802.05 ,5962050335076445056,261.96651181471,-38.30054090333,0.996635,17.4094,17.4412,17.3799,0.0,275,522.741,0.034443,True,False,4
WDJ170811.46-404011.29 ,5966130760147250304,257.04771422216,-40.66993196068,0.99975,16.4619,16.3883,16.6426,0.6857,383,1023.046,0.020770,True,False,4
WDJ170434.65-405032.47 ,5966773699537961344,256.1443959254,-40.84230720632,0.934968,17.8655,17.8518,17.8844,0.0,403,402.994,0.054085,True,False,4
WDJ165753.92-371338.31 ,5971397214719664000,254.47465635346,-37.22740070207,0.997863,17.4436,17.4764,17.4576,0.0,382,614.189,0.034550,True,False,4
WDJ170041.75-374051.55 ,5976564403958628224,255.17393725716,-37.68117219997,0.974353,17.6582,17.5658,17.4682,0.799044,359,400.378,0.051381,True,False,4
WDJ170241.11-344942.97 ,5978064618923304448,255.67119716738,-34.8287430122,0.98601,16.8953,16.8214,16.7112,9.974094,387,695.959,0.030690,True,False,4
WDJ171333.28-332633.21 ,5979047955865267200,258.38867400433,-33.44248275319,0.971877,17.7353,17.771,17.5323,4.654303,490,567.878,0.042322,True,False,4
WDJ171527.22-313853.76 ,5980339714587361024,258.86333157567,-31.64848337134,0.995103,16.5303,16.6143,16.4596,0.105405,465,1093.921,0.021403,True,False,4
WDJ154714.84-445127.48 ,5988854710552826368,236.81180188134,-44.85773423452,0.98657,17.5532,17.4054,17.5033,13.174296,379,669.331,0.031579,True,False,4
WDJ160547.34-450924.48 ,5991051672249011200,241.4470907203,-45.15698479391,0.998955,17.3825,17.0538,17.3385,3.917287,539,698.137,0.036106,True,False,4
WDJ152738.36-450207.41 ,5999693898016318720,231.90989197735,-45.03559024138,0.999667,15.4817,15.3752,15.6335,4.815528,427,934.402,0.024011,True,False,4
WDJ151940.92-432216.22 ,6000850927842853888,229.92047829421,-43.37118037754,0.992906,17.67,17.4651,17.8692,8.599266,237,330.358,0.050596,True,False,4
WDJ152955.52-405811.58 ,6002644854088081664,232.4811707738,-40.96989144639,0.997148,17.5898,17.6207,17.5708,0.226506,344,544.677,0.036971,True,False,4
WDJ154008.28-392917.61 ,6008982469163902464,235.03487395681,-39.48821674005,0.97283,17.33,17.3974,17.206,1.08612,405,323.705,0.067500,True,False,4
WDJ155558.15-345601.88 ,6011825604381295488,238.99221969198,-34.93394807659,0.996364,17.0752,17.107,17.0382,0.0,473,691.733,0.034136,True,False,4
WDJ163830.59-373136.43 ,6019357048568368128,249.62753924017,-37.52686977898,0.991957,17.9188,17.9844,17.8653,0.101691,416,613.05,0.036122,True,False,4
WDJ164019.95-365557.07 ,6019407974002206592,250.08324988782,-36.93240685509,0.997509,16.8976,16.8832,16.8779,7.721649,634,1081.214,0.025285,True,False,4
WDJ161854.13-355426.51 ,6021870154194477312,244.72542598626,-35.90743853686,0.999204,17.917,17.8251,18.2098,0.0,262,274.646,0.063988,True,False,4
WDJ162354.62-355730.33 ,6022006154333243008,245.97774997834,-35.95837772175,0.992915,17.892,17.9436,17.8204,0.755645,218,481.66,0.033282,True,False,4
WDJ165456.32-345411.11 ,6025864443755472384,253.73456497647,-34.90318723395,0.997538,17.2711,17.3066,17.2946,1.309651,422,480.029,0.046464,True,False,4
WDJ165243.57-333419.12 ,6026272499966987776,253.18147658305,-33.5720364603,0.997472,15.9645,15.7296,16.0544,8.164617,412,1194.231,0.018454,False,False,2
WDJ084055.72+130329.58 ,603077562286554368,130.23221032431,13.05815943471,0.997602,17.1922,17.2222,17.1965,0.0,517,822.6,0.030011,True,False,4
WDJ164920.14-291754.96 ,6031352896552259456,252.33391454833,-29.29862740527,0.966776,16.9212,16.7675,17.2276,3.323565,424,968.036,0.023095,True,False,4
WDJ165503.14-285339.02 ,6032740205320578048,253.76299222912,-28.89426613329,0.765399,17.7834,17.5246,17.2698,9.521165,359,425.456,0.048352,True,False,4
WDJ165357.02-263723.43 ,6034304428112860544,253.48758605599,-26.6232026911,0.99456,17.2024,17.0745,17.3675,3.587199,360,483.611,0.042597,True,False,4
WDJ164929.73-243310.07 ,6046892947212837376,252.37377560126,-24.55283911382,0.99695,17.149,17.1892,17.138,0.0,397,670.775,0.032251,True,False,4
WDJ163208.24-205809.62 ,6052441529545987712,248.03396491853,-20.96951501595,0.966721,16.4511,16.4506,16.4928,0.0,460,1143.38,0.020366,False,False,2
WDJ123957.36-590509.15 ,6059916623769220736,189.98897799261,-59.08586592142,0.893532,17.7907,17.7958,17.79,0.0,524,466.151,0.053317,True,False,4
WDJ130019.29-555353.01 ,6061478411316530560,195.08014282028,-55.8980869649,0.978227,17.1138,16.9793,17.2834,6.465455,1019,1196.581,0.028965,True,False,4
WDJ130005.49-551706.15 ,6061560569773536128,195.02224885809,-55.28521066017,0.995596,17.3905,17.4342,17.3662,0.0,698,955.922,0.030007,True,False,4
WDJ134209.23-564601.96 ,6064136347565352192,205.53699453512,-56.76796019722,0.98886,17.8942,18.1618,17.1087,1.075158,608,810.976,0.033012,True,False,4
WDJ133332.88-530426.80 ,6068722921631162496,203.38686742385,-53.07413473276,0.987615,17.8779,17.7032,18.222,0.741798,357,447.149,0.045878,True,False,4
WDJ125340.20-500311.25 ,6078711198800209792,193.41726959654,-50.05315049227,0.890626,17.1289,17.1533,17.0137,0.0,550,946.399,0.026905,True,False,4
WDJ130756.23-505316.58 ,6081243816453834624,196.98406928848,-50.88799240523,0.927246,17.6923,17.7495,17.5409,0.544649,418,629.151,0.035282,True,False,4
WDJ132817.97-473427.55 ,6083512559926714368,202.07476418397,-47.57432471486,0.895183,17.7755,17.5416,17.7566,2.100618,271,498.646,0.035844,True,False,4
WDJ130632.51-471419.92 ,6086159221843158656,196.63531371788,-47.23889420569,0.968048,17.0123,16.8189,17.0728,3.775999,370,806.806,0.025885,True,False,4
WDJ145428.34-422436.82 ,6100797810419978624,223.61797543696,-42.41026515474,0.99919,17.7228,17.6409,17.8823,2.505858,237,539.133,0.031003,True,False,4
WDJ144221.80-401123.93 ,6104820884804153984,220.59076780982,-40.18997208674,0.978572,17.4194,17.241,17.8456,1.722621,213,487.269,0.032520,True,False,4
WDJ144114.41-384629.68 ,6105527256602819200,220.30979067801,-38.7751254355,0.995372,17.3835,17.4214,17.3353,0.12256,275,423.823,0.042482,True,False,4
WDJ134958.25-443622.09 ,6108581631187407744,207.49250819988,-44.60618805745,0.991437,17.7152,17.532,17.7932,1.172165,412,688.236,0.032021,True,False,4
WDJ085618.95+161103.75 ,611401999180118528,134.07879938589,16.18423700334,0.99927,15.6036,15.5268,15.7342,3.859565,454,1193.881,0.019377,True,False,4
WDJ134628.70-391659.72 ,6114872830559030656,206.61955715181,-39.28320818817,0.990724,17.2744,17.1507,17.5211,0.684321,185,512.868,0.028794,True,False,4
WDJ141011.29-370533.63 ,6117954001440524928,212.54688614627,-37.09267429513,0.98015,17.5859,17.4243,17.4902,2.157153,184,450.49,0.032692,True,False,4
WDJ142846.36-354621.18 ,6119018951475702784,217.19321371936,-35.77258342596,0.997953,16.9375,16.7844,17.2396,2.22143,243,588.616,0.028754,True,False,4
WDJ135810.76-355619.76 ,6121651418527918976,209.54480310399,-35.93889200068,0.818959,16.7351,16.6453,16.8447,1.3447,185,75.861,0.194667,True,False,4
WDJ142213.99-332351.75 ,6123269216744427008,215.5579668278,-33.39817375893,0.997735,16.1512,16.1714,16.1517,0.91614,240,755.645,0.022259,True,False,4
WDJ121452.25-513250.33 ,6125765554822872448,183.71803748203,-51.54719701867,0.999132,16.397,16.3851,16.4678,0.0,806,1450.365,0.021253,True,False,4
WDJ131527.38-393502.71 ,6138263183798318208,198.86382304154,-39.58405112893,0.999052,16.857,16.8507,16.9256,0.41087,230,727.918,0.022621,False,False,1
WDJ131630.82-392404.84 ,6138360460511929984,199.12769960535,-39.40158781724,0.996644,15.7733,15.7756,15.818,2.455997,249,822.804,0.020822,True,False,4
WDJ130712.84-360721.89 ,6142894537227419264,196.803487091,-36.12295635643,0.997606,16.8532,16.8867,16.8498,0.476106,248,713.755,0.023955,True,False,4
WDJ122027.31-412114.23 ,6148238369898341504,185.11365827057,-41.3539163393,0.993624,17.19,16.866,17.0195,4.708005,523,789.376,0.031455,True,False,4
WDJ123816.32-384245.84 ,6153373329716524800,189.56743685022,-38.7126633631,0.902555,17.158,17.1355,16.9755,1.369889,331,92.974,0.212460,True,False,4
WDJ124848.95-344207.76 ,6155820292843679744,192.20371847983,-34.70234761834,0.994672,15.2868,15.1471,15.5509,14.862581,353,531.459,0.038383,True,False,4
WDJ140022.72-330243.17 ,6170660401283991680,210.09458461862,-33.045349827,0.969844,16.9083,16.745,17.2727,1.572563,232,574.197,0.028801,True,False,4
WDJ134325.50-275205.80 ,6176597626634865280,205.85614493603,-27.8684096347,0.997729,17.6162,17.6344,17.646,0.099644,201,524.002,0.029376,True,False,4
WDJ125751.50-283015.22 ,6185371175372936064,194.46387106519,-28.50426778821,0.899468,17.9512,18.0517,17.7487,0.087216,310,194.174,0.098450,True,False,4
WDJ134546.41-235710.12 ,6191268135405788544,206.44270394542,-23.95291656209,0.996426,16.0736,16.1219,16.0403,0.0,233,690.006,0.024019,True,False,4
WDJ150423.61-380637.40 ,6198012329280240128,226.09813135801,-38.11033699168,0.997421,17.6521,17.6998,17.6613,0.0,187,448.52,0.033103,True,False,4
WDJ145423.10-375418.44 ,6198606752751633152,223.59613298982,-37.90522818462,0.997662,17.572,17.6084,17.5876,0.560649,205,378.768,0.041042,True,False,4
WDJ150325.78-310545.17 ,6205654347407935360,225.85723135256,-31.09596662204,0.993477,17.5822,17.6201,17.5129,0.0,259,503.367,0.034713,True,False,4
WDJ150608.24-303823.65 ,6211650259190592256,226.53450830008,-30.63986165909,0.924723,17.5944,17.699,17.4389,0.0,203,509.817,0.030343,True,False,4
WDJ143237.47-333100.53 ,6216149804369395584,218.15633076021,-33.51693832326,0.995583,17.1082,17.1455,17.0853,0.439247,210,551.277,0.028541,True,False,4
WDJ144933.22-302917.93 ,6217755989005739776,222.38849550603,-30.48874344488,0.994621,16.4453,16.5174,16.32,0.0,219,788.548,0.020376,False,False,2
WDJ143935.89-294358.48 ,6218751459335736448,219.89957497194,-29.73292101399,0.974416,17.3394,17.2035,17.6389,2.189046,223,409.696,0.039574,True,False,4
WDJ150200.58-271410.53 ,6224905219767550208,225.50192382201,-27.23581181884,0.983997,16.6618,16.6174,16.6764,1.929645,282,703.873,0.025903,True,False,4
WDJ151955.33-250024.61 ,6226943645600487552,229.98025197894,-25.00673233229,0.954326,16.4737,16.4976,16.3296,0.119633,248,152.945,0.111793,True,False,4
WDJ151228.89-230712.86 ,6228158296713374464,228.12027991822,-23.12036514012,0.99596,17.7872,17.8267,17.7425,1.367244,215,341.848,0.046570,True,False,4
WDJ145152.63-250238.24 ,6229330032504603136,222.96896524924,-25.04411272798,0.992415,17.3949,17.4333,17.374,1.709559,166,495.863,0.028211,True,False,4
WDJ154611.41-203012.69 ,6241671638211603968,236.54734500312,-20.50372295707,0.994413,16.388,16.4377,16.3497,0.195106,223,681.556,0.023789,True,False,4
WDJ160914.07-211056.81 ,6243743667875086720,242.30867092553,-21.18272636802,0.983919,17.5313,17.6296,17.4067,0.0,331,600.452,0.032897,True,False,4
WDJ154329.63-190846.46 ,6254069112852784640,235.87319262191,-19.14654542103,0.982038,17.4723,17.5304,17.327,0.0,245,411.548,0.041294,True,False,4
WDJ153438.25-174602.24 ,6255399831161361024,233.65923765741,-17.7673346721,0.999734,17.1612,17.0915,17.3497,0.0,315,774.851,0.024869,False,False,3
WDJ154425.90-181651.22 ,6260329800780772608,236.1079241967,-18.28091823168,0.76813,17.5176,17.4554,17.6537,1.11736,261,154.892,0.113244,True,False,4
WDJ095006.95+183733.90 ,627151433802913792,147.52911263695,18.62578292947,0.997758,16.681,16.7158,16.6952,0.0,289,406.584,0.045397,True,False,4
WDJ143817.77-232514.69 ,6278246819492556416,219.57405317471,-23.42068092227,0.995769,17.6259,17.6744,17.5882,0.383401,152,344.889,0.038812,True,False,4
WDJ143914.58-223622.30 ,6278490601835670144,219.81070582726,-22.60613432717,0.993254,17.9009,17.9507,17.8234,0.0,236,426.282,0.039128,True,False,4
WDJ144410.08-214338.33 ,6279014454702485632,221.04168464402,-21.72729215658,0.998859,16.9408,16.8448,17.1673,2.611261,190,523.283,0.028600,True,False,4
WDJ143858.73-184542.47 ,6284835750296054784,219.74474656522,-18.76185145284,0.979206,16.6008,16.4626,16.5927,8.896499,202,643.669,0.023974,True,False,4
WDJ143811.81-150824.27 ,6286938871226005888,219.54926648157,-15.14017976485,0.99754,17.7139,17.6485,17.9172,0.0,191,484.878,0.030946,True,False,4
WDJ140357.17-150110.58 ,6301064404482150912,210.98744127576,-15.02018625329,0.997609,15.716,15.728,15.7048,0.0,188,310.021,0.048019,True,False,4
WDJ150554.29-121458.79 ,6312490559382554112,226.47599684172,-12.24973883411,0.999623,17.6582,17.5846,17.8179,0.0,183,426.191,0.034462,True,False,4
WDJ151828.74-114839.39 ,6315417253178248960,229.61973147186,-11.8111337689,0.994345,16.7451,16.8083,16.6825,0.0,202,675.214,0.022854,True,False,4
WDJ145952.99-084929.65 ,6332172027974304512,224.97082324962,-8.82508273943,0.999667,15.7796,15.7006,15.9213,7.429343,199,781.815,0.019591,True,False,4
WDJ150606.90-072255.80 ,6332746557159637504,226.52891209498,-7.3822824817,0.998495,17.9063,17.7213,17.8136,6.354875,148,367.8,0.035912,True,False,4
WDJ202052.48-853435.26 ,6343123232507261440,305.21911042038,-85.57645417833,0.986377,17.297,17.3359,17.2583,0.304431,406,678.324,0.032252,True,False,4
WDJ232231.90-831313.27 ,6350177973988575232,350.63382148226,-83.22064004108,0.997954,16.4712,16.4785,16.4702,0.0,412,395.971,0.055656,True,False,4
WDJ234403.60-824656.88 ,6350249717122200960,356.04008818152,-82.78264937846,0.994901,17.5652,17.5763,16.5934,5.713415,380,727.414,0.029096,True,False,4
WDJ225248.99-761328.80 ,6354517639008110720,343.20455684958,-76.22474286264,0.997662,17.425,17.4545,17.4321,0.0,370,490.233,0.042601,True,False,4
WDJ091833.06+195307.86 ,636028688819279488,139.63774483176,19.88551260009,0.968393,16.5477,16.3582,16.8376,7.667379,396,634.049,0.034076,True,False,4
WDJ204434.34-784201.94 ,6362060327430712448,311.14315668943,-78.7005123396,0.992284,16.78,16.677,16.9497,3.251179,444,353.811,0.064661,True,False,4
WDJ182836.94-774225.67 ,6365166855799419264,277.15295362366,-77.70722131198,0.99722,17.5498,17.5876,17.5382,0.0,497,702.231,0.034469,True,False,4
WDJ183708.31-765905.91 ,6365271657299575680,279.28321173839,-76.98565012215,0.991056,15.3925,15.4173,15.3764,0.0,472,1088.972,0.021661,True,False,4
WDJ205806.13-755653.12 ,6368599672837250816,314.52554087831,-75.94796453639,0.999281,16.6954,16.6361,16.7509,3.518025,448,940.981,0.024422,True,False,4
WDJ203314.01-760324.63 ,6369309162777917568,308.30860923281,-76.05706847491,0.996193,17.8304,17.8603,17.8029,0.0,461,592.669,0.039333,True,False,4
WDJ203123.43-752952.08 ,6369529756595303552,307.84823112771,-75.49804619247,0.996689,17.1216,17.1569,17.0982,0.0,444,784.783,0.029152,True,False,4
WDJ210723.83-731853.65 ,6370056457024709760,316.84930166411,-73.31485564811,0.999111,17.0094,16.9991,17.0958,0.0,429,935.993,0.024026,True,False,4
WDJ213116.43-735029.61 ,6370670877865836928,322.81856643449,-73.8415332591,0.993285,17.1224,16.9688,17.4508,4.322542,503,824.938,0.029518,True,False,4
WDJ212734.36-725815.05 ,6370863945235959680,321.89401413541,-72.9708916853,0.997044,17.2632,17.2924,17.2517,0.0,420,509.67,0.043658,True,False,4
WDJ091905.82+202316.83 ,637560239797737856,139.77419764092,20.38791947037,0.999712,17.4309,17.3531,17.5558,3.003645,473,855.825,0.027591,True,False,4
WDJ231631.87-750146.32 ,6378433631820188928,349.13286015438,-75.02953785368,0.990706,17.7057,17.6622,17.8161,0.0,431,408.909,0.055123,True,False,4
WDJ230030.02-731426.86 ,6379296718384116992,345.12456635086,-73.24080594088,0.794732,16.7674,16.4744,16.1955,5.001773,355,635.651,0.032182,True,False,4
WDJ230621.57-711427.08 ,6381023398316479744,346.58953091291,-71.24089564815,0.996677,17.3475,17.1912,17.6104,2.416894,418,758.373,0.029270,True,False,4
WDJ232544.07-672243.83 ,6388071096051230848,351.43419220873,-67.37893367049,0.968396,16.5255,16.4368,16.6536,3.630008,428,903.821,0.024852,True,False,4
WDJ234910.78-670917.46 ,6389012449803293824,357.29485368648,-67.15482773729,0.998128,17.3526,17.1936,17.6519,1.487897,403,642.848,0.033905,True,False,4
WDJ214802.81-691546.81 ,6396441570698528896,327.01162320367,-69.26309422724,0.99331,17.7721,17.6112,18.1919,0.909809,461,409.282,0.056958,True,False,4
WDJ222352.81-663158.37 ,6398146848809706368,335.97001530047,-66.53280097282,0.980157,17.1283,17.1799,17.0705,4.879789,482,868.732,0.027439,True,False,4
WDJ215211.62-633236.43 ,6402648970968695424,328.04970050377,-63.54440797836,0.997785,16.0978,16.1154,16.0986,0.211794,516,1004.562,0.024551,True,False,4
WDJ212420.99-631012.10 ,6403387804126326144,321.0880830365,-63.17010777132,0.997906,17.2705,17.2831,17.2702,0.0,740,698.901,0.042260,True,False,4
WDJ215724.13-615101.81 ,6408858978283161472,329.35069329983,-61.85050947881,0.866336,17.6696,17.5839,17.7088,0.691602,681,315.94,0.089680,True,False,4
WDJ215823.88-585353.81 ,6410501923531836928,329.59955250959,-58.89815587282,0.997975,15.7903,15.8086,15.7963,2.123762,558,1184.89,0.021645,True,False,4
WDJ220045.37-571123.28 ,6412251624488840448,330.18731506527,-57.19006304504,0.99348,15.8434,16.0258,15.5235,0.0,434,1249.242,0.018106,False,False,2
WDJ185107.29-754136.48 ,6413809044055357568,282.78068203426,-75.69379281061,0.999396,17.1825,17.0942,17.3782,0.059658,415,825.428,0.026796,True,False,4
WDJ180201.88-733458.70 ,6418775164418169984,270.50781872754,-73.58304724414,0.950333,17.7688,17.5857,17.6268,10.274503,505,591.672,0.041237,True,False,4
WDJ193056.33-675825.13 ,6421768584826233984,292.73493087143,-67.97357070427,0.999459,16.7156,16.6019,16.934,9.241355,794,1386.32,0.022068,True,False,4
WDJ095719.25+234240.78 ,642198323440548480,149.33022124309,23.71124697977,0.950874,17.7902,17.7846,17.7651,2.337894,289,396.604,0.046539,True,False,4
WDJ201033.07-670239.93 ,6424345840079806848,302.63785045802,-67.0445130806,0.996805,17.736,17.7658,17.7175,0.0,722,686.063,0.042523,True,False,4
WDJ100412.47+243849.46 ,642549544391197440,151.05194274263,24.64679612985,0.996572,16.4716,16.5118,16.4537,0.0,295,738.68,0.025245,True,False,4
WDJ195337.58-674422.80 ,6426888701236987392,298.40669876406,-67.73982954641,0.911994,16.8159,16.7822,16.8381,0.09746,777,270.318,0.111959,True,False,4
WDJ200238.12-641537.51 ,6428794017447777280,300.65870010878,-64.26039375423,0.990142,17.7301,17.56,18.095,0.0,618,541.874,0.049810,True,False,4
WDJ194426.08-632913.78 ,6441073500745294080,296.10895470843,-63.4874339336,0.99691,16.6552,16.6956,16.6388,0.0,456,985.037,0.023537,True,False,4
WDJ195812.54-572658.94 ,6447828827171364224,299.55250674122,-57.4500265204,0.99476,17.7065,17.7647,17.5799,1.001255,313,558.772,0.034377,True,False,4
WDJ093811.58+251011.32 ,645074504125506560,144.54813596317,25.16981567947,0.998368,16.6873,16.3992,16.4562,3.515218,354,771.102,0.026492,True,False,4
WDJ211700.31-624224.16 ,6451485596685745920,319.25134477393,-62.70672887405,0.987875,16.5754,16.4035,16.9334,4.838487,651,1095.99,0.025276,True,False,4
WDJ211532.62-615849.50 ,6451742611825266176,318.88589538926,-61.98035079898,0.991696,15.8985,15.7097,16.2769,11.004174,854,1516.211,0.020926,True,False,4
WDJ212401.83-600059.54 ,6452369226077816064,321.00849697528,-60.01668367777,0.994689,17.9465,17.9701,17.9933,0.0,735,747.25,0.039391,True,False,4
WDJ211204.92-571801.23 ,6456720612064924928,318.0201589856,-57.30044607022,0.991632,17.9287,18.0585,17.7423,0.0,376,480.789,0.043789,True,False,4
WDJ211738.38-552801.18 ,6462935326662402944,319.40996292771,-55.466942141,0.968531,16.7488,16.5852,17.0816,3.001954,445,834.611,0.027442,True,False,4
WDJ211815.52-531322.72 ,6464503543777416576,319.56443455291,-53.22334957069,0.997186,15.9028,15.9269,15.8877,0.0,398,825.043,0.026254,True,False,4
WDJ201439.52-565501.73 ,6468707079810027392,303.66544421549,-56.9174741389,0.996737,16.62,16.6494,16.6018,0.0,424,847.561,0.026378,True,False,4
WDJ204645.78-525254.47 ,6471339413728298624,311.69124431546,-52.88155855079,0.996895,16.9133,16.9482,16.8988,0.0,647,844.556,0.032700,True,False,4
WDJ201419.21-550452.79 ,6472153670805656832,303.5805713298,-55.08209041743,0.996933,16.4019,16.4335,16.3892,0.0,274,527.339,0.034081,True,False,4
WDJ201617.66-543339.93 ,6472592479024916352,304.07382513387,-54.5612965061,0.999729,15.5427,15.4806,15.6449,8.305161,264,912.998,0.019322,True,False,4
WDJ202813.22-515857.14 ,6475191415272957056,307.05405215383,-51.98301318944,0.996742,17.1585,17.1974,17.1525,0.0,302,522.184,0.036133,True,False,4
WDJ202317.71-502831.83 ,6475565902062967168,305.82387138908,-50.47547521262,0.998911,17.084,17.0384,17.2333,2.454768,302,774.561,0.024360,True,False,4
WDJ093807.11+275820.00 ,647899806626643200,144.52959564848,27.97224895188,0.996387,17.066,17.0869,17.0675,0.300206,422,640.311,0.034833,True,False,4
WDJ204610.14-480409.26 ,6481998212588885376,311.54231558713,-48.06923926557,0.998287,17.8869,17.8494,17.9283,6.915019,364,508.182,0.040762,True,False,4
WDJ204311.73-461048.50 ,6482779145017901184,310.79909636534,-46.1803234558,0.997547,17.3765,17.3888,17.3643,0.0,340,468.436,0.042738,True,False,4
WDJ232410.17-592808.28 ,6492083311194727168,351.04359226257,-59.4715201962,0.997296,16.8094,16.8366,16.8062,0.0,468,567.617,0.041380,True,False,4
WDJ235945.21-581248.08 ,6494799899484293120,359.9396746195,-58.2132226076,0.994754,17.9471,17.9063,17.8483,4.628479,458,539.422,0.043075,True,False,4
WDJ080730.56+121827.47 ,650043407627588608,121.87730253587,12.30762290055,0.993144,17.5759,17.3747,17.9107,0.670081,300,504.807,0.037253,True,False,4
WDJ223618.52-482809.01 ,6517401769743989120,339.07755947638,-48.46920542844,0.999637,15.7771,15.678,15.9638,13.744402,416,1054.325,0.021004,True,False,4
WDJ224554.79-450058.89 ,6519720296173216512,341.47820991226,-45.01692880291,0.996315,16.8447,16.8683,16.8154,0.0,657,565.467,0.049215,True,False,4
WDJ222851.60-455059.35 ,6520178998676887680,337.21485745705,-45.85007252896,0.991838,16.4423,16.437,16.4961,0.0,427,1094.524,0.020498,True,False,4
WDJ222919.46-444138.86 ,6520516480027596288,337.33104355658,-44.6947628633,0.999089,14.3593,14.336,14.4337,5.891443,384,1404.923,0.015144,False,False,2
WDJ233923.79-485350.19 ,6523373973310305664,354.84921785568,-48.89726898938,0.977632,17.0029,16.8919,17.2188,1.768412,659,511.141,0.054529,True,False,4
WDJ235921.13-493314.03 ,6524028973002788224,359.83817942471,-49.55398319863,0.994743,17.9978,18.0231,18.005,0.0,703,733.521,0.039245,True,False,4
WDJ233155.50-471755.46 ,6528026659841832576,352.9816186862,-47.29895345792,0.96694,16.8895,16.8581,16.8622,0.430299,528,791.714,0.031512,True,False,4
WDJ224653.64-385649.60 ,6547241587607789568,341.72312884049,-38.94772009048,0.996017,16.2764,16.3179,16.2297,0.843871,288,930.246,0.019807,True,False,4
WDJ231602.92-324641.65 ,6555925496084361344,349.01224480468,-32.77824769404,0.796818,15.893,15.8014,15.9759,4.197237,256,205.229,0.084646,True,False,4
WDJ214927.52-515826.90 ,6558472750993181568,327.3647842083,-51.97441666258,0.997669,17.0838,17.1067,17.0835,0.0,498,480.237,0.050453,True,False,4
WDJ214117.49-492427.74 ,6561990024267461760,325.32307490664,-49.40775197259,0.958897,16.8775,16.5437,16.7892,5.423477,318,679.629,0.028488,True,False,4
WDJ080931.48+171120.93 ,656829318515154176,122.38088992376,17.18889714545,0.995302,17.8102,17.859,17.7861,0.0,312,512.332,0.037433,True,False,4
WDJ210220.39-414500.77 ,6581249825853801984,315.5852329008,-41.75048228906,0.991928,15.8274,15.8111,15.9048,0.033396,362,1146.419,0.018019,False,False,2
